ID,DOCUMENT,LABEL
561,"
							Travelled to another country, came back, and all f...
							
						",Account
562,"
							Badges
							
						",Account
563,"
							Help! Lost my account! Can't Log in to my premium ...
							
						",Account
564,"
							Free spotify
							
						",Account
565,"
							My Spotify Username is changed into random numbers
							
						",Account
566,"
							TENGO TARJETA REGALO POR $300 Y NO PUEDO INTERCAMB...
							
						",Account
567,"
							unable to change my card
							
						",Account
568,"
							amazon online shopping sale
							
						",Account
569,"
							Family Plan Foul Up
							
						",Account
570,"
							invitation issue
							
						",Account
571,"
							Help me with my app.
							
						",Account
572,"
							uiuyiutuiu
							
						",Account
573,"
							Abonnements
							
						",Account
574,"
							Student Premium account from abroad
							
						",Account
575,"
							Spotify Abroad Login Fail
							
						",Account
576,"
							sfsg
							
						",Account
577,"
							domicilio
							
						",Account
578,"
							Payment method in Turkey
							
						",Account
579,"
							LANGUAGE
							
						",Account
580,"
							Account
							
						",Account
581,"
							Log me out please
							
						",Account
582,"
							Charged 23 times
							
						",Account
583,"
							Can't login
							
						",Account
584,"
							Atualizei o android e minha conta perdeu a premium
							
						",Account
585,"
							Account KPN verkeerd gekoppeld
							
						",Account
586,"
							No puedo aceptar invitaci??n cuenta premiun
							
						",Account
587,"
							Pay with swedish card in the US
							
						",Account
588,"
							Account stolen - need help
							
						",Account
589,"
							Premium error
							
						",Account
590,"
							Not informed about new publications
							
						",Account
591,"
							Paying twice for one account?
							
						",Account
592,"
							Premium Family Einladungscode nicht g??ltig!
							
						",Account
593,"
							How to plan for unsubscribing
							
						",Account
594,"
							Still Waiting on my Google Home Mini
							
						",Account
595,"
							[All Platforms] Here's a great idea! Engage in Cus...
							
						",Account
596,"
							I have pay premium when i have an offer!
							
						",Account
597,"
							How to get gmail help?
							
						",Account
598,"
							Spotify Premium - can't change country
							
						",Account
599,"
							Username is Numeric
							
						",Account
600,"
							Songs keep redownloading
							
						",Account
601,"
							Premium Spotify in Saudi Arabia
							
						",Account
602,"
							Number 1(800)-653-1176 Apple Care Customer Service...
							
						",Account
603,"
							Not abel to accept family initation
							
						",Account
604,"
							Paying for premium with Excella card
							
						",Account
605,"
							Mac
							
						",Account
606,"
							Couple problems with my account
							
						",Account
607,"
							ME AND MY FAMILY !!
							
						",Account
608,"
							Activation de la version premium ?? aprtir de mon a...
							
						",Account
609,"
							call: +1-844(350)6444 if xfinity internet not work...
							
						",Account
610,"
							Account will not work on iPhone app
							
						",Account
611,"
							Cancel premium
							
						",Account
612,"
							jfgffgkfgjkg
							
						",Account
613,"
							No puedo conectarme a mi cuenta
							
						",Account
614,"
							How can I see my home adress?
							
						",Account
615,"
							Spotify se embolsa todos los meses 10 euros sin te...
							
						",Account
616,"
							Re: Fehlermeldung bei Zahlung mit Kreditkarte ""Ups...
							
						",Account
617,"
							Automatically Charged
							
						",Account
618,"
							HELP IT WENT LET ME LOG IN
							
						",Account
619,"
							Been hacked
							
						",Account
620,"
							Fraudulent 9.99 EUR monthly debit
							
						",Account
621,"
							Premium for Family - Administrator death
							
						",Account
622,"
							N??o consigo alterar meu pa??s
							
						",Account
623,"
							I can't reset my password because my email was dea...
							
						",Account
624,"
							Exporting my playlist from one account and importi...
							
						",Account
625,"
							Tennis Court Flume Remix
							
						",Account
626,"
							Subscribed to Premium as Student, started getting ...
							
						",Account
627,"
							Upgraded to premium family but not getting premium...
							
						",Account
628,"
							family premium questions
							
						",Account
629,"
							Being   Charge Twice For My Premium Account
							
						",Account
630,"
							PayPal en Chile Cuando?
							
						",Account
631,"
							Kan niet inloggen op mijn spotify premium account ...
							
						",Account
